Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,37.3,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,41.8,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,40.1,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,41.3,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,41.3,,Normal value,Units,,1
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,20.9,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,21.0,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,22.2,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,21.6,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,20.4,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,19.1,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,17.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,18.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,17.0,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,17.9,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,15.3,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,13.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,12.5,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,11.5,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,16.7,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,16.4,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,15.9,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,15.6,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,14.0,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,12.2,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,13.2,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,11.5,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,11.5,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,11.7,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,10.3,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,9.7,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,9.9,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,9.1,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,16.8,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,16.5,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,15.5,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,14.4,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,12.8,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,12.8,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,12.7,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,13.2,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,12.1,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,12.3,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,11.7,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,11.8,,Normal value,Units,,0
BGR,Bulgaria,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,36.4,,Normal value,Units,,1
BGR,Bulgaria,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,38.0,,Normal value,Units,,1
HRV,Croatia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,29.5,,Normal value,Units,,0
HRV,Croatia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,25.6,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,3.3,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,2.7,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,2.6,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,2.9,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,2.7,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,2.4,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,2.2,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,2.0,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,2.3,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,1.9,,Normal value,Units,,0
ROU,Romania,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,32.2,,Normal value,Units,,0
ROU,Romania,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,30.6,,Normal value,Units,,0
RUS,Russia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,44.7,,Normal value,Units,,0
RUS,Russia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,43.2,,Normal value,Units,,0
AUS,Australia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,15.3,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2013,,13.0,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2016,,12.4,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,11.2,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2022,,8.5,,Normal value,Units,,2
AUT,Austria,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2014,,24.3,,Normal value,Units,,0
AUT,Austria,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,20.6,,Normal value,Units,,0
BEL,Belgium,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2013,,18.9,,Normal value,Units,,0
BEL,Belgium,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,15.4,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,16.3,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2011,,15.7,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2012,,16.1,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2013,,14.9,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2014,,14.0,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2016,,12.5,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2017,,12.0,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,11.3,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,10.3,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,9.4,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2021,,8.7,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2022,,9.4,,Normal value,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2016,,24.5,,Normal value,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,17.6,,Normal value,Units,,0
